timestamp,item,buy,sell
2026-07-03T18:19:38.807Z,bamboo_mosaic_slab,2.07,2.05
2026-07-03T18:19:38.807Z,bamboo_mosaic_stairs,6.3,6.24
2026-07-03T18:19:38.807Z,bamboo_planks,4.05,4.01
2026-07-03T18:19:38.807Z,bamboo_slab,2.07,2.05
2026-07-03T18:19:38.807Z,bamboo_stairs,6.3,6.24
2026-07-03T18:19:38.807Z,bamboo_block,8.1,8.02
2026-07-03T18:19:38.807Z,stripped_bamboo_block,8.1,8.02
2026-07-03T18:19:38.807Z,birch_log,7.2,7.13
2026-07-03T18:19:38.807Z,birch_planks,1.8,1.78
2026-07-03T18:19:38.807Z,birch_slab,0.9,0.89
2026-07-03T18:19:38.807Z,birch_stairs,2.7,2.67
2026-07-03T18:19:38.807Z,birch_wood,9.9,9.8
2026-07-03T18:19:38.807Z,stripped_birch_log,7.2,7.13
2026-07-03T18:19:38.807Z,stripped_birch_wood,9.9,9.8
2026-07-03T18:19:38.807Z,cherry_log,7.2,7.13
2026-07-03T18:19:38.807Z,cherry_planks,1.8,1.78
2026-07-03T18:19:38.807Z,cherry_slab,0.9,0.89
2026-07-03T18:19:38.807Z,cherry_stairs,2.7,2.67
2026-07-03T18:19:38.807Z,cherry_wood,9.9,9.8
2026-07-03T18:19:38.807Z,stripped_cherry_log,7.2,7.13
2026-07-03T18:19:38.807Z,stripped_cherry_wood,9.9,9.8
2026-07-03T18:19:38.807Z,crimson_hyphae,12.6,12.47
2026-07-03T18:19:38.807Z,crimson_planks,3.06,3.03
2026-07-03T18:19:38.807Z,crimson_slab,1.53,1.51
2026-07-03T18:19:38.807Z,crimson_stairs,4.5,4.46
2026-07-03T18:19:38.807Z,crimson_stem,9,8.91
2026-07-03T18:19:38.807Z,stripped_crimson_hyphae,12.6,12.47
2026-07-03T18:19:38.807Z,stripped_crimson_stem,9,8.91
2026-07-03T18:19:38.807Z,dark_oak_log,7.2,7.13
2026-07-03T18:19:38.807Z,dark_oak_planks,1.8,1.78
2026-07-03T18:19:38.807Z,dark_oak_slab,0.9,0.89
2026-07-03T18:19:38.807Z,dark_oak_stairs,2.7,2.67
2026-07-03T18:19:38.807Z,dark_oak_wood,9.9,9.8
2026-07-03T18:19:38.807Z,stripped_dark_oak_log,7.2,7.13
2026-07-03T18:19:38.807Z,stripped_dark_oak_wood,9.9,9.8
2026-07-03T18:19:38.807Z,jungle_log,7.2,7.13
2026-07-03T18:19:38.807Z,jungle_planks,1.8,1.78
2026-07-03T18:19:38.807Z,jungle_slab,0.9,0.89
2026-07-03T18:19:38.807Z,jungle_stairs,2.7,2.67
2026-07-03T18:19:38.807Z,jungle_wood,9.9,9.8
2026-07-03T18:19:38.807Z,stripped_jungle_log,7.2,7.13
2026-07-03T18:19:38.807Z,stripped_jungle_wood,9.9,9.8
2026-07-03T18:19:38.807Z,mangrove_log,9,8.91
2026-07-03T18:19:38.807Z,mangrove_planks,2.25,2.23
2026-07-03T18:19:38.807Z,mangrove_slab,1.17,1.16
2026-07-03T18:19:38.807Z,mangrove_stairs,3.42,3.38
2026-07-03T18:19:38.807Z,mangrove_wood,12.6,12.47
2026-07-03T18:19:38.807Z,stripped_mangrove_log,16.2,16.04
2026-07-03T18:19:38.807Z,stripped_mangrove_wood,21.6,21.38
2026-07-03T18:19:38.807Z,oak_log,7.2,7.13
2026-07-03T18:19:38.807Z,oak_planks,1.8,1.78
2026-07-03T18:19:38.807Z,oak_slab,0.9,0.89
2026-07-03T18:19:38.807Z,oak_stairs,2.7,2.67
2026-07-03T18:19:38.807Z,oak_wood,9.9,9.8
2026-07-03T18:19:38.807Z,stripped_oak_log,7.2,7.13
2026-07-03T18:19:38.807Z,stripped_oak_wood,9.9,9.8
2026-07-03T18:19:38.807Z,pale_oak_log,8.1,8.02
2026-07-03T18:19:38.807Z,pale_oak_planks,2.07,2.05
2026-07-03T18:19:38.807Z,pale_oak_slab,1.08,1.07
2026-07-03T18:19:38.807Z,pale_oak_stairs,3.06,3.03
2026-07-03T18:19:38.807Z,pale_oak_wood,10.8,10.69
2026-07-03T18:19:38.807Z,stripped_pale_oak_log,8.1,8.02
2026-07-03T18:19:38.807Z,stripped_pale_oak_wood,10.8,10.69
2026-07-03T18:19:38.807Z,spruce_log,7.2,7.13
2026-07-03T18:19:38.807Z,spruce_planks,1.8,1.78
2026-07-03T18:19:38.807Z,spruce_slab,0.9,0.89
2026-07-03T18:19:38.807Z,spruce_stairs,2.7,2.67
2026-07-03T18:19:38.807Z,spruce_wood,9.9,9.8
2026-07-03T18:19:38.807Z,stripped_spruce_log,7.2,7.13
2026-07-03T18:19:38.807Z,stripped_spruce_wood,9.9,9.8
2026-07-03T18:19:38.807Z,stripped_warped_hyphae,12.6,12.47
2026-07-03T18:19:38.807Z,stripped_warped_stem,9,8.91
2026-07-03T18:19:38.807Z,warped_hyphae,12.6,12.47
2026-07-03T18:19:38.807Z,warped_planks,3.06,3.03
2026-07-03T18:19:38.807Z,warped_slab,1.53,1.51
2026-07-03T18:19:38.807Z,warped_stairs,4.5,4.46
2026-07-03T18:19:38.807Z,warped_stem,9,8.91
2026-07-03T18:19:38.807Z,ryan_crystal,128,96
2026-07-03T18:21:30.714Z,bricks,16.1,15.94
2026-07-03T18:21:32.728Z,bricks,16.13,15.97
2026-07-03T18:21:35.760Z,bricks,16.14,15.98
2026-07-03T18:21:36.774Z,bricks,16.18,16.01
2026-07-03T18:21:37.789Z,bricks,16.29,16.13
2026-07-03T18:22:23.223Z,bricks,16.26,16.09
2026-07-03T18:23:23.769Z,bricks,16.24,16.08
2026-07-03T18:23:32.854Z,bricks,16.22,16.06
2026-07-03T18:23:35.886Z,bricks,16.21,16.05
2026-07-03T18:23:36.887Z,bricks,16.18,16.01
2026-07-03T18:23:37.901Z,bricks,16.16,16
2026-07-03T18:23:38.907Z,bricks,16.14,15.98
2026-07-03T18:23:39.909Z,bricks,16.11,15.95
2026-07-03T18:25:23.685Z,bricks,16.13,15.97
2026-07-03T18:25:26.722Z,bricks,16.16,16
2026-07-03T18:26:23.671Z,bricks,16.14,15.98
2026-07-03T18:29:24.302Z,bricks,16.13,15.97
2026-07-03T18:33:14.344Z,bricks,16.14,15.98
2026-07-03T18:33:17.372Z,bricks,16.16,16
2026-07-03T18:33:19.390Z,bricks,16.21,16.05
2026-07-03T18:33:36.490Z,bricks,16.22,16.06
2026-07-03T18:33:42.573Z,bricks,16.16,16
2026-07-03T18:33:43.587Z,bricks,16.08,15.92
2026-07-03T18:33:44.591Z,bricks,15.95,15.79
2026-07-03T18:33:46.617Z,bricks,15.76,15.6
2026-07-03T18:35:25.559Z,bricks,15.79,15.63
2026-07-03T18:36:25.096Z,bricks,15.82,15.67
2026-07-03T18:37:24.774Z,bricks,15.86,15.7
2026-07-03T18:38:25.274Z,bricks,15.87,15.71
2026-07-03T18:39:24.945Z,bricks,15.89,15.73
2026-07-03T18:40:25.491Z,bricks,15.9,15.74
2026-07-03T18:42:25.540Z,bricks,15.92,15.76
2026-07-03T18:44:25.762Z,bricks,15.94,15.78
2026-07-03T18:47:26.171Z,bricks,15.98,15.82
2026-07-03T18:47:32.249Z,bricks,16,15.84
2026-07-03T18:47:39.327Z,bricks,16.03,15.87
2026-07-03T18:47:46.402Z,bricks,16,15.84
2026-07-03T18:47:48.408Z,bricks,15.98,15.82
2026-07-03T18:48:07.566Z,bricks,16,15.84
2026-07-03T18:48:09.582Z,bricks,16.02,15.86
2026-07-03T18:48:11.602Z,bricks,16.05,15.89
2026-07-04T14:33:08.157Z,bricks,16.03,15.87
2026-07-05T09:39:57.214Z,bricks,16,15.84
2026-07-05T09:40:14.338Z,barrel,13.99,13.85
2026-07-05T09:40:14.338Z,hopper,114.84,113.69
2026-07-05T09:41:55.016Z,hopper,114.96,113.81
2026-07-05T09:47:54.626Z,hopper,115.07,113.92
2026-07-05T10:02:58.128Z,barrel,14,13.86
2026-07-07T14:23:47.541Z,white_stained_glass,2.31,2.29
2026-07-07T14:23:47.541Z,smooth_quartz_stairs,20.02,19.82
2026-07-07T14:23:47.541Z,elytra,4315.5,4272.35
2026-07-07T14:23:47.541Z,firework_rocket,3.72,3.68
2026-07-07T15:31:55.285Z,firework_rocket,3.71,3.67
2026-07-07T15:42:54.731Z,white_stained_glass,2.3,2.28
2026-07-08T14:31:46.637Z,bricks,16.05,15.89
2026-07-08T14:32:57.280Z,bricks,16.03,15.87
2026-07-08T14:41:57.564Z,bricks,16.02,15.86
2026-07-08T17:15:40.774Z,firework_rocket,3.7,3.66
2026-07-11T14:42:42.231Z,saddle,39.23,38.84
2026-07-11T14:44:21.101Z,saddle,39.2,38.8
2026-07-11T14:49:23.983Z,saddle,39.16,38.76
2026-07-11T15:14:33.090Z,saddle,39.12,38.73
2026-07-11T15:42:35.193Z,heart_pottery_sherd,104.74,103.69
2026-07-11T15:43:49.672Z,heart_pottery_sherd,104.54,103.5
2026-07-11T15:44:50.131Z,heart_pottery_sherd,104.35,103.3
2026-07-11T15:45:50.578Z,heart_pottery_sherd,104.15,103.11
2026-07-11T15:46:51.101Z,heart_pottery_sherd,104.05,103.01
2026-07-11T15:47:51.521Z,heart_pottery_sherd,103.95,102.91
2026-07-11T15:48:51.892Z,heart_pottery_sherd,103.85,102.81
2026-07-11T15:49:52.331Z,heart_pottery_sherd,103.75,102.71
2026-07-11T15:51:53.046Z,heart_pottery_sherd,103.65,102.62
2026-07-11T15:52:53.422Z,heart_pottery_sherd,103.55,102.52
2026-07-11T15:55:54.533Z,heart_pottery_sherd,103.46,102.42
2026-07-11T15:57:55.399Z,heart_pottery_sherd,103.36,102.32
2026-07-11T16:01:57.011Z,heart_pottery_sherd,103.26,102.22
2026-07-11T16:04:58.215Z,heart_pottery_sherd,103.16,102.13
2026-07-11T16:10:06.437Z,heart_pottery_sherd,103.06,102.03
2026-07-11T16:15:09.905Z,heart_pottery_sherd,102.96,101.93
2026-07-11T16:15:29.043Z,netherite_leggings,4868.64,4820.42
2026-07-11T16:17:11.762Z,netherite_leggings,4864.5,4816.33
2026-07-11T16:19:13.739Z,heart_pottery_sherd,102.86,101.83
2026-07-11T16:25:21.191Z,heart_pottery_sherd,102.76,101.73
2026-07-11T16:30:25.291Z,heart_pottery_sherd,102.66,101.64
2026-07-11T16:35:29.752Z,heart_pottery_sherd,102.56,101.54
2026-07-11T16:36:25.115Z,end_rod,9.01,8.92
2026-07-13T03:42:03.136Z,heart_pottery_sherd,101.97,100.95
2026-07-13T03:42:03.136Z,end_rod,9,8.91
2026-07-13T03:46:07.449Z,heart_pottery_sherd,101.87,100.85
2026-07-13T03:53:08.194Z,heart_pottery_sherd,101.77,100.75
2026-07-13T04:00:08.290Z,heart_pottery_sherd,101.67,100.66
2026-07-13T04:07:08.996Z,heart_pottery_sherd,101.57,100.56
2026-07-13T04:15:10.629Z,heart_pottery_sherd,101.48,100.46
2026-07-13T04:23:11.168Z,heart_pottery_sherd,101.38,100.36
2026-07-13T04:31:12.685Z,heart_pottery_sherd,101.28,100.26
2026-07-13T04:40:13.395Z,heart_pottery_sherd,101.18,100.17
2026-07-13T04:49:15.105Z,heart_pottery_sherd,101.08,100.07
2026-07-13T04:58:16.318Z,heart_pottery_sherd,100.98,99.97
2026-07-13T05:08:16.598Z,heart_pottery_sherd,100.88,99.87
2026-07-13T05:19:18.316Z,heart_pottery_sherd,100.78,99.77
2026-07-13T05:30:19.086Z,heart_pottery_sherd,100.68,99.68
2026-07-13T05:42:21.229Z,heart_pottery_sherd,100.58,99.58
2026-07-13T05:54:23.307Z,heart_pottery_sherd,100.49,99.48
2026-07-13T06:07:25.051Z,heart_pottery_sherd,100.39,99.38
2026-07-13T06:23:27.219Z,heart_pottery_sherd,100.29,99.28
2026-07-13T06:38:31.074Z,heart_pottery_sherd,100.19,99.19
2026-07-13T06:55:34.069Z,heart_pottery_sherd,100.09,99.09
2026-07-13T09:10:06.305Z,heart_pottery_sherd,99.99,98.99
2026-07-13T09:30:12.655Z,heart_pottery_sherd,99.89,98.89
2026-07-13T09:52:16.559Z,heart_pottery_sherd,99.79,98.79
2026-07-13T10:17:20.283Z,heart_pottery_sherd,99.69,98.7
2026-07-13T10:45:24.587Z,heart_pottery_sherd,99.59,98.6
